,CASEID,ADDRESS,NEIGH,NEIGH-Income,ZIP,POLICED,COUNCILD,SOURCE,Sum SOURCE ,CATEGORY,Sum CATEGORY ,DAYTOCLOSE,Sum DAYTOCLOSE,TYPE,CATTYPE,GROUP311,VIS_STREET,DEPT,WORKGRP,REQTYPE,DETAIL,CREATEDATE,CREATTIME,CREATEMO,CREATEYR,STATUS,EXCEEDTIME,CLOSEDATE,CLOSEMO,CLOSEYR,DAYTOCLOSE.1,ADDGEOC,COUNTY,Latitude,Longitude,APN,CASEURL
3884,2019177505,2608 NW 86th Ter,Coves North,H,64154.0,North,2.0,PHONE,30436,Storm Water / Sewer,2262,12,630,Sinkhole,Storm Water / Sewer Sinkhole,SEWER_WASTE_STORMWATER,VISIBLE,Water Services,Water Services-Line Maintenance-Wastewater,Sewer-Sinkhole-Street,Street,10/9/2019,9:23 AM,10,2019,RESOL,N,10/21/2019,10.0,2019.0,12.0,"2608 NW 86th Ter64154
(39.250908, -94.610641)",Platte,39.250908,-94.610641,161671,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019177505
3885,2019177884,6530 B NW Barry Rd,Coves North,H,64154.0,North,2.0,PHONE,30436,Storm Water / Sewer,2262,13,635,Storm Drain / Catch Basin,Storm Water / Sewer Storm Drain / Catch Basin,SEWER_WASTE_STORMWATER,VISIBLE,Water Services,Water Services-Line Maintenance-Stormwater,Stormwater-Storm Drain / Catch Basin-Damaged / Broken,Damaged / Broken,10/9/2019,5:10 PM,10,2019,RESOL,Y,10/22/2019,10.0,2019.0,13.0,"6530 B NW Barry Rd64154
(39.247424, -94.655608)",Platte,39.247424,-94.655608,160429,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019177884
3886,2019177881,4201 N Jarboe Ct,Briarcliff And Claymont,H,64116.0,North,4.0,EMAIL,4068,Storm Water / Sewer,2262,13,635,Storm Drain / Catch Basin,Storm Water / Sewer Storm Drain / Catch Basin,SEWER_WASTE_STORMWATER,VISIBLE,Water Services,Water Services-Line Maintenance-Stormwater,Stormwater-Storm Drain / Catch Basin-Damaged / Broken,Damaged / Broken,10/9/2019,5:05 PM,10,2019,RESOL,Y,10/22/2019,10.0,2019.0,13.0,"4201 N Jarboe Ct64116
(39.170399, -94.59332)",Clay,39.170399,-94.59332,84776,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019177881
3887,2020019635,7619 Terrace St,Ward Parkway,H,64114.0,Metro,6.0,PHONE,30436,Storm Water / Sewer,2262,1,9171,Sewer Backup / Leak,Storm Water / Sewer Sewer Backup / Leak,SEWER_WASTE_STORMWATER,VISIBLE,Water Services,Water Services-Line Maintenance-Wastewater,Sewer-Sewer Backup / Leak-In a house,In A House,2/9/2020,1:03 PM,2,2020,RESOL,N,2/10/2020,2.0,2020.0,1.0,"7619 Terrace St64114
(38.990013, -94.605475)",Jackson,38.990013,-94.605475,120409,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020019635
3888,2020019625,108 NE Evansdale Rd,Briarcliff And Claymont,H,64116.0,North,4.0,PHONE,30436,Storm Water / Sewer,2262,1,9171,Sewer Backup / Leak,Storm Water / Sewer Sewer Backup / Leak,SEWER_WASTE_STORMWATER,VISIBLE,Water Services,Water Services-Line Maintenance-Wastewater,Sewer-Sewer Backup / Leak-In a house,In A House,2/9/2020,11:41 AM,2,2020,RESOL,N,2/10/2020,2.0,2020.0,1.0,"108 NE Evansdale Rd64116
(39.168818, -94.579951)",Clay,39.168818,-94.579951,84194,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020019625
3889,2019180194,6512 Wornall Rd,Armour Fields,H,64113.0,Metro,6.0,WEB,13543,Storm Water / Sewer,2262,7,1826,Storm Drain / Catch Basin,Storm Water / Sewer Storm Drain / Catch Basin,SEWER_WASTE_STORMWATER,VISIBLE,Water Services,Water Services-Line Maintenance-Stormwater,Stormwater-Storm Drain / Catch Basin-Clogged / Over-Flow,Clogged / Over-Flow,10/15/2019,2:06 PM,10,2019,RESOL,N,10/22/2019,10.0,2019.0,7.0,"6512 Wornall Rd64113
(39.009266, -94.594705)",Jackson,39.009266,-94.594705,109372,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019180194
3890,2019179844,17 W 63rd St,Morningside,H,64113.0,Metro,6.0,WEB,13543,Storm Water / Sewer,2262,10,807,Storm Drain / Catch Basin,Storm Water / Sewer Storm Drain / Catch Basin,SEWER_WASTE_STORMWATER,VISIBLE,Water Services,Water Services-Line Maintenance-Stormwater,Stormwater-Storm Drain / Catch Basin-Clogged / Over-Flow,Clogged / Over-Flow,10/15/2019,8:47 AM,10,2019,RESOL,Y,10/25/2019,10.0,2019.0,10.0,"17 W 63rd St64113
(39.013614, -94.589216)",Jackson,39.013614,-94.589216,107131,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019179844
3891,2019189643,3808 N Garfield Ave,River Forest,H,64116.0,Shoal Creek,1.0,PHONE,30436,Storm Water / Sewer,2262,174,18,Culvert,Storm Water / Sewer Culvert,SEWER_WASTE_STORMWATER,VISIBLE,Public Works,Public Works-Street and Traffic-District 1,Stormwater-Culvert-North,North,11/6/2019,11:00 AM,11,2019,RESOL,Y,4/28/2020,4.0,2020.0,174.0,"3808 N Garfield Ave64116
(39.163361, -94.555624)",Clay,39.163361,-94.555624,85585,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019189643
3892,2019195373,7200 NW 84th Ter,Prairie Point-Wildberry,H,64153.0,North,2.0,PHONE,30436,Storm Water / Sewer,2262,14,674,Sewer Referral,Storm Water / Sewer Sewer Referral,SEWER_WASTE_STORMWATER,VISIBLE,Water Services,Water Services-Line Maintenance-Restoration,Sewer-Sewer Referral-Restoration,Restoration,11/21/2019,12:22 PM,11,2019,RESOL,N,12/5/2019,12.0,2019.0,14.0,"7200 NW 84th Ter64153
(39.247988, -94.663594)",Platte,39.247988,-94.663594,224902,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019195373
3893,2019163554,901 Tam-O-Shanter Dr,Blue Hills Estates,H,64145.0,South,6.0,PHONE,30436,Storm Water / Sewer,2262,2,4179,Sewer Referral,Storm Water / Sewer Sewer Referral,SEWER_WASTE_STORMWATER,VISIBLE,Water Services,Water Services-Line Maintenance-Wastewater,Storm Water / Sewer-Sewer Referral-Investigation,Investigation,9/10/2019,10:13 AM,9,2019,RESOL,N,9/12/2019,9.0,2019.0,2.0,"901 Tam-O-Shanter Dr64145
(38.89166, -94.606166)",Jackson,38.89166,-94.606166,159364,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019163554
